,table,,,table,,,page,
3869,,,"RIVER SUTLEJ D/S TRT OF
RAMPUR HYDEL ELECTRIC
PROJECT",,,"HIMACHAL
PRADESH",,
1086,,,"RIVER SUTLEJ AT U/S
RAMPUR",,,"HIMACHAL
PRADESH",,
,Station,,,Name Of Monitoring,,,State,
,Code,,,Location,,,Name,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified,,,,,,,
,,,,,,,,
,"by MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
1087,,,"RIVER SUTLEJ AT D/S
RAMPUR",,,"HIMACHAL
PRADESH",,
1013,,,"RIVER SUTLEJ AT U/S
TATAPANI",,,"HIMACHAL
PRADESH",,
4446,,,"RIVER SUTLEJ U/S
IANDFILL SITE RAMPUR",,,"HIMACHAL
PRADESH",,
4447,,,"RIVER SUTLEJ D/S
LANDFILL SITE RAMPUR",,,"HIMACHAL
PRADESH",,
4032,,,"RIVER SUTLEJ D/S ACC
BARMANA",,,"HIMACHAL
PRADESH",,
4033,,,"RIVER SUTLEJ NEAR
LUHNOO GROUND",,,"HIMACHAL
PRADESH",,
4450,,,"RIVER SUTLEJ BEFORE
CONFLUENCE WITH GANVI
KHAND",,,"HIMACHAL
PRADESH",,
4451,,,"RIVER SUTLEJ AFTER
CONFLUENCE WITH GANVI
KHAD",,,"HIMACHAL
PRADESH",,
30009,,,"RIVER SUTLEJ AT NANGAL
(H.P.)",,,"HIMACHAL
PRADESH",,
1014,,,"RIVER SUTLEJ U/S OF EXIT
POINT OF DEHAR POWER
HOUSE",,,"HIMACHAL
PRADESH",,
1015,,,"RIVER SUTLEJ D/S OF EXIT
POINT OF DEHAR POWER
HOUSE",,,"HIMACHAL
PRADESH",,
1016,,,"RIVER SUTLEJ D/S
BHAKHRA",,,"HIMACHAL
PRADESH",,
30087,,,"RIVER SUTLEJ U/S AT
OLINDA, NEAR BHAKRA
DAM, H.P.",,,"HIMACHAL
PRADESH",,
30088,,,"RIVER SUTLEJ D/S OLINDA,
NEAR BHAKRA DAM, H.P.",,,"HIMACHAL
PRADESH",,
,Station,,,Name Of Monitoring,,,State,
,Code,,,Location,,,Name,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified,,,,,,,
,,,,,,,,
,"by MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
30010,,,"RIVER SUTLEJ AT
NOORPUR BEDI ROAD
(PUNJAB)",,,PUNJAB,,
1814,,,"RIVER SUTLEJ AT D/S
KIRATPUR SAHIB, PUNJAB",,,PUNJAB,,
2915,,,"RIVER SUTLEJ AT 100 MT.
D/S OF PACL, NANGAL,
PUNJAB",,,PUNJAB,,
1380,,,"RIVER SUTLEJ AT D/S NFL,
PUNJAB",,,PUNJAB,,
10020,,,"RIVER SUTLEJ AT
ANANDPUR SAHIB",,,PUNJAB,,
10021,,,"RIVER SUTLEJ AT BUNGA
SAHIB",,,PUNJAB,,
10022,,,"RIVER SUTLEJ AT
PHILLAUR U/S",,,PUNJAB,,
10023,,,"RIVER SUTLEJ AT
PHAGWARA U/S
(CHAHERU BRIDGE)",,,PUNJAB,,
10024,,,"RIVER SUTLEJ AT
PHAGWARA D/S
(KANGANIWAL BRIDGE)",,,PUNJAB,,
10027,,,"RIVER SUTLEJ AT
LUDHIANA U/S",,,PUNJAB,,
10028,,,"RIVER SUTLEJ AT
LUDHIANA D/S",,,PUNJAB,,
1017,,,"RIVER SUTLEJ AT 100M
U/S OF HEADWORKS,
NANGAL",,,PUNJAB,,
1018,,,"RIVER SUTLEJ AT 100M
D/S , NANGAL",,,PUNJAB,,
1293,,,"RIVER SUTLEJ AT 1 KM.
D/S OF ZENITH, PUNJAB",,,PUNJAB,,
1019,,,"RIVER SUTLEJ AT U/S
HEAD WORKS ROPAR",,,PUNJAB,,
,Station,,,Name Of Monitoring,,,State,
,Code,,,Location,,,Name,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified,,,,,,,
,,,,,,,,
,"by MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
1690,,,"RIVER SUTLEJ AT U/S
BUDHA NALLAH (UPPER),
PUNJAB",,,PUNJAB,,
1020,,,"RIVER SUTLEJ AT 100M
D/S BUDHA NALA CONFL.,
LUDHIANA",,,PUNJAB,,
1022,,,"RIVER SUTLEJ AT BRIDGE
HARIKE, AMRITSAR",,,PUNJAB,,
10025,,,"RIVER SUTLEJ AT
JALANDHAR U/S (PEERU
SHAH KA DARGAH)",,,PUNJAB,,
10026,,,"RIVER SUTLEJ AT
JALANDHAR D/S
(MALSIAN BRIDGE)",,,PUNJAB,,
1021,,,"RIVER SUTLEJ AT BOAT
BDG.
DHARMKOTNAKODAR
ROAD, JALANDHAR",,,PUNJAB,,
1381,,,"RIVER SUTLEJ AT D/S EAST
BEIN, PUNJAB",,,PUNJAB,,
1691,,,"RIVER SUTLEJ AT U/S
HUSSANIWALA - H/W
FEROZEPUR, PUNJAB",,,PUNJAB,,
1692,,,"RIVER SUTLEJ AT D/S
HUSSANIWALA-H/W
FEROZEPUR, PUNJAB",,,PUNJAB,,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified,,,,,,,
,,,,,,,,
,"by MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
4059,,,"RIVER RAVI AT RANJIT
SAGAR DAM, AT
PANAGAR (BASOHIL)",,,"JAMMU &
KASHMIR",,
4060,,,"RIVER RAVI AT DAM-
SITE AT THEIN",,,"JAMMU &
KASHMIR",,
4061,,,"RIVER RAVI AT
LAKHANPUR, 1 KM D/S
FROM MADHOPUR
BRIDGE",,,"JAMMU &
KASHMIR",,
1088,,,"RIVER RAVI AT U/S
MADHOPUR",,,"HIMACHAL
PRADESH",,
1089,,,"RIVER RAVI U/S
CHAMBA",,,"HIMACHAL
PRADESH",,
2614,,,"RIVER RAVI
CHAMERA-I
RESERVOIR",,,"HIMACHAL
PRADESH",,
2615,,,"RIVER RAVI D/S
CHAMERA- III HEP
DAM",,,"HIMACHAL
PRADESH",,
2613,,,"RIVER RAVI AT D/S OF
CHAMBA TOWN",,,"HIMACHAL
PRADESH",,
3873,,,"RIVER RAVI U/S STP
AT BHARGA",,,"HIMACHAL
PRADESH",,
3874,,,"RIVER RAVI D/S STP
AT BHAGOT",,,"HIMACHAL
PRADESH",,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified,,,,,,,
,,,,,,,,
,"by MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
30085,,,"RIVER RAVI AT
MADHOPUR (PUNJAB)",,,PUNJAB,,
30089,,,"RIVER RAVI AT
LAKHANPUR, J & K",,,"JAMMU &
KASHMIR",,
1097,,,"RIVER RAVI AT U/S OF
MADHOPUR
HEADWORKS,
GURDASPUR, PUNJAB",,,PUNJAB,,
1290,,,"RIVER PARVATI
BEFORE CONF. TO
RIVER BEAS AT
BHUNTER",,,"HIMACHAL
PRADESH",,
2605,,,"RIVER PARVATI AT
U/S MANIKARAN",,,"HIMACHAL
PRADESH",,
2606,,,"RIVER PARVATI AT
D/S MANIKARAN",,,"HIMACHAL
PRADESH",,
1551,,,"RIVER SIRSA U/S
SITOMAJRI NALLAH",,,"HIMACHAL
PRADESH",,
1552,,,"RIVER SIRSA D/S
NALAGARH BRIDGE",,,"HIMACHAL
PRADESH",,
1868,,,"RIVER SIRSA D/S
NALAGARH TOWN",,,"HIMACHAL
PRADESH",,
4485,,,"RIVER SIRSA U/S
SANDHOLI NALLAH",,,"HIMACHAL
PRADESH",,
4487,,,"RIVER SIRSA D/S
HOUSING BOARD
NALLAH",,,"HIMACHAL
PRADESH",,
4489,,,"RIVER SIRSA AFTER
CONF. TO RIVER
RATTA",,,"HIMACHAL
PRADESH",,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified,,,,,,,
,,,,,,,,
,"by MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
30012,,,"RIVER SARSA AT
BADDI , ,GHANOLI
VILLAGE) PUNJAB",,,PUNJAB,,
2616,,,"RIVER BAIRA SIUL D/S
SURGANI",,,"HIMACHAL
PRADESH",,
2607,,,"SUKETI KHAD
BEFORE CONF. WITH
RIVER BEAS",,,"HIMACHAL
PRADESH",,
2608,,,"RIVER BINWA AT D/S
PAPROLA/BAIJNATH",,,"HIMACHAL
PRADESH",,
2609,,,"NEUGAL KHAD D/S
THURAL",,,"HIMACHAL
PRADESH",,
2610,,,"RIVER SPITI BEFORE
CONF.WITH RIVER
SUTLEJ AT KHAB",,,"HIMACHAL
PRADESH",,
2612,,,"RIVER BASPA U/S
RESERVOIR BASPA
HEP AT KUPPA",,,"HIMACHAL
PRADESH",,
2755,,,"RIVER BANGANGA
(BATHING GHAT),
KATRA,",,,"JAMMU &
KASHMIR",,
2756,,,"RIVER BANGANGA (IN
FRONT OF PONY SHED
NEAR REASI
BRIDGE)KATRA",,,"JAMMU &
KASHMIR",,
2752,,,"RIVER BASANTER U/S
(R.H.S) SAMBA
(BELOW NH-1A
BRIDGE),",,,"JAMMU &
KASHMIR",,
2753,,,"RIVER BASANTER
D/S(R.H.S.) SAMBA (AT
CHAK MANGA GUJJAR",,,"JAMMU &
KASHMIR",,
2748,,,"RIVER CHENAB AT
L.H.S.(BELOW BRIDGE
CHENAB)",,,"JAMMU &
KASHMIR",,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified,,,,,,,
,,,,,,,,
,"by MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
2749,,,"RIVER CHENAB AT
BLIND CURVE
SHAMSHAN GHAT (1.5
KM U/S FROM SPOT)",,,"JAMMU &
KASHMIR",,
2750,,,"RIVER CHENAB AT
CHADRA GAON VIEW
POINT(4 KM U/S FROM
SPOT)",,,"JAMMU &
KASHMIR",,
2751,,,"RIVER CHENAB AT JAL
PATAN MANDIR
AFTER MEETING WITH
MAIN DRAIN OF
AKHNOOR CITY(1.5
KMD/S FROM SPOT)",,,"JAMMU &
KASHMIR",,
2754,,,"RIVER DEVAK
UDHAMPUR(NEAR
SHIV MANDIR
D/S)L.H.S.",,,"JAMMU &
KASHMIR",,
2757,,,"RIVER DEVAK AT
UTTERBEHNI",,,"JAMMU &
KASHMIR",,
2742,,,"RIVER TAWI AT
SHETALI LIFTING
POINT NAGROTA(5KM
U/S TAWI BRIDGE)",,,"JAMMU &
KASHMIR",,
2743,,,"RIVER TAWI AT BAGH-
E-BAHU LIFTING
POINT(1 KM U/S TAWI
BRIDGE)",,,"JAMMU &
KASHMIR",,
1412,,,"RIVER TAWI AT
JAMMU U/S, (TAWI
BRIDGE )",,,"JAMMU &
KASHMIR",,
2744,,,"RIVER TAWI BELOW
TAWI BRIDGE",,,"JAMMU &
KASHMIR",,
2745,,,"RIVER TAWI
BAGHWATI NAGAR
(2KM D/S TAWI
BRIDGE",,,"JAMMU &
KASHMIR",,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified,,,,,,,
,,,,,,,,
,"by MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
2746,,,"RIVER TAWI AT
BELICHARANA(4KM
D/S TAWI BRIDGE)",,,"JAMMU &
KASHMIR",,
2747,,,"RIVER TAWI AT
SURAJPUR CHATHA(10
KM D/S TAWI
BRIDGE)BELOW
BRIDGE NEAR
CHATHA MSW
DUMPING SITE, J&K",,,"JAMMU &
KASHMIR",,
4055,,,"RIVER TAWI AT 1 KM
D/S BELOW STP
DISCHARGE POINT AT
BHAGWATI NAGAR",,,"JAMMU &
KASHMIR",,
4056,,,"RIVER TAWI AT BALOL
NALLAH, NEAR NIT
COLLEGE, MIRAN
SAHIB, BEFORE
MIXING",,,"JAMMU &
KASHMIR",,
2758,,,"RIVER UJH AT DAM
SITE(L.H.S.), KATHUA",,,"JAMMU &
KASHMIR",,
4058,,,"RIVER DEVAK AT
PURMANDAL, NEAR
TEMPLE",,,"JAMMU &
KASHMIR",,
4062,,,"RIVER DEVAK 2 KM
D/S FROM SHIV
MANDIR AT
UDHAMPUR,",,,"JAMMU &
KASHMIR",,
4063,,,"RIVER DEVAK ABOUT
10 KM D/S FROM SHIV
MANDIR, BELOW
RAILWAY BRIDGE,
UDHAMPUR",,,"JAMMU &
KASHMIR",,
4161,,,"RIVER CONFLUENCE
POINT OF SARSA NADI
WITH WITH SUTLEJ,",,,PUNJAB,,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
