year,code,station,state,section_title,pH,conductivity_uScm,BOD_mg_L,DO_mg_L,nitrate_mg_L,waterbody,date,bis_status,bis_reasons,pH_dev,raw_status,raw_reasons
2017,10162,ARRAH- CHAPRA ROAD BRIDGE (KOILWER BANURA-CHAPRA ROAD),BIHAR,Ganga,7.9,337.0,2.1,8.15,,Ganga,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,2564,"GANGA AT THE CONFLUENCE OF SONE RIVER DORIGANJ, CHAPRA",BIHAR,Ganga,7.85,317.0,2.15,8.05,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,10114,"GANGA AT MAA AMBIKA ASTHAN, AAMI, SARAN",BIHAR,Ganga,7.35,304.5,2.55,7.8,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,1077,"GANGA AT KHURJI, PATNA U/S",BIHAR,Ganga,8.0,350.0,2.2,8.1,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,2555,"GANGA AT PUNPUN, PATNA",BIHAR,Ganga,7.35,453.0,2.35,6.8,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,10115,"GANGA AT GULBI GHAT, PATNA",BIHAR,Ganga,7.449999999999999,340.5,2.65,7.25,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,1079,GANGA AT PATNA D/S (GANGA BRIDGE),BIHAR,Ganga,7.85,316.0,2.4,7.9,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,3122,"GANGA AT MALSALAMI, PATNA",BIHAR,Ganga,8.1,390.0,2.5,7.6,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,10122,RIVER GANGA AT TRIVENI GHAT,BIHAR,Ganga,8.05,294.0,2.4000000000000004,7.7,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,2553,GANGA AT FATUHA,BIHAR,Ganga,8.05,324.0,2.5,7.6,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,10130,RIVER GANGA AT D/S NAWADAGHAT,BIHAR,Ganga,7.95,277.0,2.25,8.1,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,10131,RIVER GANGA AT U/S BARAHPUR BINDTOLI,BIHAR,Ganga,7.699999999999999,300.0,1.85,8.25,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,1817,GANGA AT MOKAMA (U/S),BIHAR,Ganga,7.85,313.0,1.85,8.2,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,1815,GANGA AT MOKAMA (D/S),BIHAR,Ganga,7.65,321.5,3.15,7.550000000000001,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2017,3116,GANGA AT U/S MUNGER,BIHAR,Ganga,7.8,305.0,2.2,7.6,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,1818,GANGA AT MUNGER,BIHAR,Ganga,7.65,292.5,2.4,7.7,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,3117,GANGA AT U/S SULTANGANJ,BIHAR,Ganga,7.75,299.5,2.2,7.199999999999999,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,2554,"GANGA AT SULTANGANJ, BHAGALPUR",BIHAR,Ganga,7.75,314.0,2.45,7.05,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,10138,RIVER GANGA AT CHAMPANAGAR,BIHAR,Ganga,7.7,346.5,2.3,7.0,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,1819,GANGA AT BHAGALPUR,BIHAR,Ganga,7.65,601.0,2.3,7.85,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,3118,GANGA AT U/S BHAGALPUR,BIHAR,Ganga,7.65,581.0,2.3,8.0,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,1816,GANGA AT KAHALGAON,BIHAR,Ganga,7.8,326.0,2.2,7.95,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,10143,RIVER GANGA D/S NEAR CREMATION GHAT,BIHAR,Ganga,7.7,315.0,2.4000000000000004,7.3,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,1059,"GANGA AT RAJMAHAL,",JHARKHAND,Ganga,7.6,336.5,2.6500000000000004,8.2,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,1080,GANGA AT BAHARAMPORE,WEST BENGAL,Ganga,7.85,290.5,4.25,7.800000000000001,0.7000000000000001,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2017,2506,"TRIBENI ON GANGA, NEAR BURNING GHAT",WEST BENGAL,Ganga,7.85,289.5,3.25,7.050000000000001,0.8,Ganga,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2017,1054,GANGA AT PALTA,WEST BENGAL,Ganga,7.9,285.5,3.0,6.4,0.65,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,1472,GANGA AT SERAMPORE,WEST BENGAL,Ganga,7.9,315.0,3.9,6.65,0.7000000000000001,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2017,1053,GANGA AT DAKSHINESHWAR,WEST BENGAL,Ganga,7.699999999999999,346.5,3.45,6.0,0.5,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2017,1471,GANGA AT HOWRAH-SHIVPUR,WEST BENGAL,Yamuna,7.699999999999999,339.5,2.9000000000000004,5.75,0.55,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,1470,GANGA AT GARDEN REACH,WEST BENGAL,Yamuna,7.8,338.5,3.9,5.9,0.5,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2017,1052,GANGA AT ULUBERIA,WEST BENGAL,Yamuna,7.55,3367.5,2.85,5.7,0.5,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,1469,GANGA AT DIAMOND HARBOUR,WEST BENGAL,Yamuna,7.25,3956.5,3.35,5.800000000000001,0.55,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,20048,SWARG-ASHRAM -1,UTTARAKHAND,Ganga,7.449999999999999,,10.0,,,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,1060,GANGA AT RISHIKESH U/S,UTTARAKHAND,Ganga,7.55,,1.0,10.0,,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,20049,LAKKAR GHAT-OXIDATION PONDS,UTTARAKHAND,Ganga,7.800000000000001,,33.0,,,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,10147,RIVER GANGA D/S RISHIKESH,UTTARAKHAND,Ganga,7.65,,1.0,9.5,,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,10148,RIVER GANGA AT HAR KI PAURI GHAT,UTTARAKHAND,Ganga,7.9,,1.0,9.4,,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,1061,GANGA AT HARIDWAR D/S,UTTARAKHAND,Ganga,8.0,,1.1,9.6,,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,20050,JAGJITPUR,UTTARAKHAND,Ganga,7.699999999999999,,10.4,,,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,10150,"MADHYA GANGA BARRAGE, BIJNORE",UTTAR PRADESH,Ganga,7.35,136.0,1.4,8.95,,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,1062,GANGA AT GARHMUKTESHWAR,UTTAR PRADESH,Ganga,7.3,218.5,2.6500000000000004,8.1,0.56,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,10149,GHARMUKTESHWAR,UTTAR PRADESH,Ganga,7.25,209.5,2.5,8.4,0.55,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,2488,"GANGA U/S, ANOOPSHAHAR",UTTAR PRADESH,Ganga,7.3,236.0,2.2,8.5,0.5900000000000001,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,2489,"GANGA D/S, ANOOPSHAHAR",UTTAR PRADESH,Ganga,7.449999999999999,237.0,2.2,8.65,0.49,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,1145,GANGA AT NARORA (BULANDSAHAR),UTTAR PRADESH,Ganga,7.4,232.0,2.25,8.6,0.585,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,2490,"GANGA AT KACHHLA GHAT, ALIGARH",UTTAR PRADESH,Ganga,7.3,234.0,2.25,8.7,0.51,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,10151,FARRUKABAD,UTTAR PRADESH,Ganga,8.0,247.0,2.45,8.45,,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,1063,GANGA AT KANNAUJ U/S (RAJGHAT),UTTAR PRADESH,Ganga,8.149999999999999,332.5,3.75,8.8,,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,1066,GANGA AT KANNAUJ D/S,UTTAR PRADESH,Ganga,8.2,356.0,4.15,8.5,,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,1146,GANGA AT BITHOOR (KANPUR),UTTAR PRADESH,Ganga,8.25,307.5,3.3,9.15,,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,1067,GANGA AT KANPUR U/S (RANIGHAT),UTTAR PRADESH,Ganga,8.15,325.0,3.65,8.8,,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,10154,BATHING GHAT (BHARAOGHAT),UTTAR PRADESH,Ganga,8.15,318.0,3.5,8.95,,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,10155,D/S SHUKLAGANJ,UTTAR PRADESH,Ganga,8.1,331.0,4.1,8.5,,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,1068,GANGA AT KANPUR D/S (JAJMAU PUMPING STATION),UTTAR PRADESH,Ganga,7.95,395.0,6.35,6.550000000000001,,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,10157,"BATHING GHAT, JAJMAU BRIDGE",UTTAR PRADESH,Ganga,8.05,350.0,5.2,7.65,,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,1147,GANGA AT DALMAU (RAI BAREILLY),UTTAR PRADESH,Ganga,7.9,317.0,4.0,8.95,0.86,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,2498,"GANGA AT KALA KANKAR, RAEBARELI",UTTAR PRADESH,Ganga,7.85,311.5,3.8,9.0,0.8300000000000001,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,1046,GANGA AT ALLAHABAD (RASOOLABAD),UTTAR PRADESH,Ganga,8.1,241.0,3.7,8.9,1.56,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,2487,"GANGA AT KADAGHAT, ALLAHABAD",UTTAR PRADESH,Ganga,7.35,234.0,3.9,8.65,1.6800000000000002,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,1049,GANGA AT ALLAHABAD D/S (SANGAM),UTTAR PRADESH,Ganga,7.95,293.5,3.65,8.55,1.775,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,10158,"RIVER GANGA A/C TAMSA, SIRSA, SON BARSA",UTTAR PRADESH,Ganga,8.149999999999999,276.5,3.2,8.5,1.58,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,2485,"GANGA U/S, VINDHYACHAL, MIRZAPUR",UTTAR PRADESH,Ganga,8.2,425.5,2.95,7.95,0.805,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,2486,"GANGA D/S, MIRZAPUR",UTTAR PRADESH,Ganga,8.1,432.0,3.15,7.6,0.905,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,10153,RIVER GANGA AT CHUNAR,UTTAR PRADESH,Ganga,8.15,430.5,3.6,7.7,0.64,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,1070,GANGA AT VARANASI U-S (ASSIGHAT),UTTAR PRADESH,Ganga,8.3,416.5,2.85,8.3,0.21,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,1071,GANGA AT VARANASI D-S (MALVIYA BRIDGE),UTTAR PRADESH,Ganga,8.2,477.0,5.15,6.949999999999999,0.335,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,10152,"RIVER GANGA A/C GOMTI RIVER, BHUSAULA",UTTAR PRADESH,Ganga,8.35,425.0,3.5,8.05,0.255,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,10156,"BATHING GHAT, GOLAGHAT",UTTAR PRADESH,Ganga,8.1,332.5,4.449999999999999,8.25,,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,1073,GANGA AT TRIGHAT (GHAZIPUR),UTTAR PRADESH,Ganga,8.25,465.0,4.5,7.35,0.31,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,1074,GANGA AT BUXAR,BIHAR,Ganga,7.6,430.5,1.9,8.7,0.425,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,10113,RIVER GANGA AT U/S JAIL GHAT,BIHAR,Ganga,7.75,411.0,2.2,8.5,0.39,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,2551,"GANGA AT BUXAR, RAMREKHAGHAT",BIHAR,Ganga,7.8,403.0,2.25,8.2,0.52,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,3113,GANGA AT D/S BUXAR NEAR GANGA BRIDGE,BIHAR,Ganga,7.649999999999999,419.5,2.15,8.3,0.395,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,10131,RIVER GANGA AT U/S BARAHPUR BINDTOLI,BIHAR,Ganga,7.65,287.0,2.15,8.8,0.365,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,10162,ARRAH-CHHAPRA ROAD BRIDGE (KOILWER BANURA-CHHAPRA),BIHAR,Ganga,7.85,414.5,1.75,8.350000000000001,0.425,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,2564,GANGA AT THE CONFLUENCE OF SONE RIVER DORIGANJ,BIHAR,Ganga,7.4,343.0,1.85,8.9,0.3949999999999999,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,10114,RIVER GANGA AT D/S SARIKPUR,BIHAR,Ganga,7.75,321.5,2.05,8.75,0.39,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,3114,GANGA NEAR DANAPUR (NEAR PIPA PUL),BIHAR,Ganga,7.6,321.0,2.05,10.5,0.28,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,1077,"GANGA AT KHURJI, PATNA U/S",BIHAR,Ganga,7.35,328.5,2.0,10.0,0.315,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,2552,PATNA TO GANDHI GHAT/NIT GHAT,BIHAR,Ganga,7.300000000000001,354.0,2.35,9.9,1.175,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,10115,RIVER GANGA AT BARKAGAON,BIHAR,Ganga,7.35,336.0,2.55,9.8,0.34,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,1079,GANGA AT PATNA D/S (GANGA BRIDGE),BIHAR,Ganga,7.55,341.5,2.5,9.15,0.365,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,3122,"GANGA AT MALSALAMI, PATNA",BIHAR,Ganga,7.449999999999999,381.5,2.1,8.55,0.335,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
